model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
KNN,0,0.6903,0.69048,0.7,0.6818181818181818,0.66667,0.71429,0.38139,"[0.         0.0952381  0.52380952 0.57142857 0.66666667 0.71428571
 0.95238095 1.        ]","[0.         0.14285714 0.23809524 0.23809524 0.28571429 0.33333333
 0.80952381 1.        ]",0.6814058956916099
KNN,1,0.65972,0.66667,0.7333333333333333,0.6296296296296297,0.52381,0.80952,0.34783,"[0.         0.23809524 0.28571429 0.42857143 0.52380952 0.57142857
 0.61904762 0.76190476 1.        ]","[0.         0.04761905 0.04761905 0.14285714 0.19047619 0.33333333
 0.33333333 0.52380952 1.        ]",0.691609977324263
KNN,2,0.66362,0.66667,0.64,0.7058823529411765,0.7619,0.57143,0.33955,"[0.         0.0952381  0.66666667 0.76190476 0.76190476 0.80952381
 0.95238095 1.        ]","[0.         0.         0.33333333 0.42857143 0.57142857 0.66666667
 0.95238095 1.        ]",0.6768707482993197
KNN,3,0.65972,0.66667,0.7333333333333333,0.6296296296296297,0.52381,0.80952,0.34783,"[0.         0.28571429 0.33333333 0.52380952 0.66666667 0.71428571
 0.71428571 1.        ]","[0.         0.04761905 0.0952381  0.19047619 0.28571429 0.42857143
 0.57142857 1.        ]",0.6870748299319729
KNN,4,0.54112,0.54762,0.5384615384615384,0.5625,0.66667,0.42857,0.09806,"[0.         0.28571429 0.42857143 0.61904762 0.66666667 0.71428571
 0.80952381 0.80952381 1.        ]","[0.         0.23809524 0.38095238 0.42857143 0.57142857 0.66666667
 0.80952381 0.85714286 1.        ]",0.5442176870748299
KNN,5,0.54736,0.54762,0.5454545454545454,0.55,0.57143,0.52381,0.09535,"[0.         0.42857143 0.42857143 0.47619048 0.57142857 0.66666667
 0.76190476 0.80952381 1.        ]","[0.         0.28571429 0.33333333 0.42857143 0.47619048 0.47619048
 0.57142857 0.57142857 1.        ]",0.6054421768707483
KNN,6,0.76136,0.7619,0.7391304347826086,0.7894736842105263,0.80952,0.71429,0.5262,"[0.         0.66666667 0.76190476 0.80952381 0.80952381 0.9047619
 1.        ]","[0.         0.14285714 0.19047619 0.19047619 0.28571429 0.38095238
 1.        ]",0.8299319727891156
KNN,7,0.57143,0.57143,0.5714285714285714,0.5714285714285714,0.57143,0.57143,0.14286,"[0.         0.28571429 0.38095238 0.57142857 0.57142857 0.66666667
 0.80952381 0.80952381 1.        ]","[0.         0.14285714 0.23809524 0.33333333 0.42857143 0.42857143
 0.47619048 0.52380952 1.        ]",0.6564625850340137
KNN,8,0.71429,0.71429,0.7142857142857143,0.7142857142857143,0.71429,0.71429,0.42857,"[0.         0.47619048 0.52380952 0.71428571 0.9047619  0.95238095
 1.        ]","[0.         0.19047619 0.19047619 0.28571429 0.42857143 0.47619048
 1.        ]",0.7755102040816326
KNN,9,0.66362,0.66667,0.64,0.7058823529411765,0.7619,0.57143,0.33955,"[0.         0.61904762 0.71428571 0.76190476 0.76190476 0.76190476
 0.85714286 1.        ]","[0.         0.14285714 0.23809524 0.28571429 0.42857143 0.47619048
 0.57142857 1.        ]",0.7630385487528346
KNN,10,0.59501,0.59524,0.5909090909090909,0.6,0.61905,0.57143,0.19069,"[0.         0.33333333 0.38095238 0.47619048 0.61904762 0.9047619
 0.95238095 1.        ]","[0.         0.23809524 0.28571429 0.28571429 0.42857143 0.47619048
 0.57142857 1.        ]",0.6780045351473922
KNN,11,0.80909,0.80952,0.782608695652174,0.8421052631578947,0.85714,0.7619,0.62187,"[0.         0.33333333 0.52380952 0.57142857 0.85714286 0.95238095
 1.        ]","[0.         0.19047619 0.23809524 0.23809524 0.23809524 0.28571429
 1.        ]",0.7925170068027211
KNN,12,0.71429,0.71429,0.7142857142857143,0.7142857142857143,0.71429,0.71429,0.42857,"[0.         0.57142857 0.57142857 0.61904762 0.71428571 0.85714286
 0.85714286 1.        ]","[0.         0.0952381  0.14285714 0.19047619 0.28571429 0.38095238
 0.47619048 1.        ]",0.7891156462585034
KNN,13,0.64265,0.64286,0.6363636363636364,0.65,0.66667,0.61905,0.28604,"[0.         0.38095238 0.61904762 0.66666667 0.66666667 0.80952381
 0.80952381 0.95238095 1.        ]","[0.         0.28571429 0.33333333 0.33333333 0.38095238 0.38095238
 0.42857143 0.52380952 1.        ]",0.6972789115646258
KNN,14,0.64265,0.64286,0.6363636363636364,0.65,0.66667,0.61905,0.28604,"[0.         0.04761905 0.38095238 0.52380952 0.66666667 0.80952381
 1.        ]","[0.         0.14285714 0.23809524 0.23809524 0.38095238 0.95238095
 1.        ]",0.5736961451247167
KNN,15,0.80952,0.80952,0.8095238095238095,0.8095238095238095,0.80952,0.80952,0.61905,"[0.         0.47619048 0.76190476 0.80952381 0.9047619  0.9047619
 1.        ]","[0.         0.14285714 0.19047619 0.19047619 0.28571429 0.38095238
 1.        ]",0.820861678004535
KNN,16,0.70833,0.71429,0.6666666666666666,0.8,0.85714,0.57143,0.44721,"[0.         0.38095238 0.57142857 0.61904762 0.85714286 0.95238095
 0.95238095 0.95238095 1.        ]","[0.         0.0952381  0.19047619 0.33333333 0.42857143 0.57142857
 0.61904762 0.71428571 1.        ]",0.7630385487528344
KNN,17,0.61905,0.61905,0.6190476190476191,0.6190476190476191,0.61905,0.61905,0.2381,"[0.         0.0952381  0.14285714 0.47619048 0.61904762 0.80952381
 0.9047619  0.9047619  1.        ]","[0.         0.0952381  0.0952381  0.38095238 0.38095238 0.52380952
 0.80952381 0.85714286 1.        ]",0.6190476190476191
KNN,18,0.71429,0.71429,0.7142857142857143,0.7142857142857143,0.71429,0.71429,0.42857,[0.         0.52380952 0.61904762 0.71428571 0.85714286 1.        ],[0.         0.0952381  0.14285714 0.28571429 0.52380952 1.        ],0.7766439909297053
KNN,19,0.7619,0.7619,0.7619047619047619,0.7619047619047619,0.7619,0.7619,0.52381,[0.         0.23809524 0.66666667 0.76190476 0.9047619  1.        ],[0.         0.0952381  0.23809524 0.23809524 0.80952381 1.        ],0.7335600907029477
KNN,20,0.66362,0.66667,0.64,0.7058823529411765,0.7619,0.57143,0.33955,"[0.         0.23809524 0.42857143 0.66666667 0.76190476 0.76190476
 0.76190476 1.        ]","[0.         0.0952381  0.14285714 0.38095238 0.42857143 0.52380952
 0.57142857 1.        ]",0.6780045351473922
KNN,21,0.58519,0.61905,0.5757575757575758,0.7777777777777778,0.90476,0.33333,0.29013,"[0.         0.52380952 0.57142857 0.76190476 0.9047619  0.9047619
 0.9047619  0.95238095 1.        ]","[0.         0.28571429 0.28571429 0.38095238 0.38095238 0.57142857
 0.66666667 0.76190476 1.        ]",0.7176870748299319
KNN,22,0.57143,0.57143,0.5714285714285714,0.5714285714285714,0.57143,0.57143,0.14286,"[0.         0.0952381  0.19047619 0.47619048 0.57142857 0.57142857
 0.71428571 0.76190476 1.        ]","[0.         0.         0.14285714 0.42857143 0.42857143 0.52380952
 0.85714286 0.95238095 1.        ]",0.4965986394557823
KNN,23,0.54567,0.57143,0.6363636363636364,0.5483870967741935,0.33333,0.80952,0.16246,"[0.         0.28571429 0.33333333 0.33333333 0.61904762 0.66666667
 0.76190476 1.        ]","[0.         0.0952381  0.14285714 0.19047619 0.33333333 0.33333333
 0.42857143 1.        ]",0.6836734693877551
KNN,24,0.54736,0.54762,0.55,0.5454545454545454,0.52381,0.57143,0.09535,"[0.         0.33333333 0.38095238 0.47619048 0.52380952 0.57142857
 0.80952381 0.80952381 1.        ]","[0.         0.19047619 0.23809524 0.38095238 0.42857143 0.42857143
 0.42857143 0.47619048 1.        ]",0.6462585034013606
KNN,25,0.5453,0.54762,0.5416666666666666,0.5555555555555556,0.61905,0.47619,0.09623,"[0.         0.42857143 0.57142857 0.61904762 0.61904762 0.71428571
 0.80952381 1.        ]","[0.         0.23809524 0.33333333 0.42857143 0.52380952 0.57142857
 0.66666667 1.        ]",0.6201814058956916
