MN,ACC_1,ACC_2,F1,AUC
KNN,0.6449395861190753,0.6551397087781947,0.6374304,0.6421434
RandomForest,0.6416784912370054,0.6654109958668784,0.6416402999999999,0.6467858
DecisionTree,0.6456157045396985,0.668353498110077,0.6427947,0.6478576000000001
LocalOutlierFactor,0.3867233877233877,0.4301141981662914,0.40334780000000003,0.41642850000000003
IsolationForest,0.5180344478216818,0.5023146394668134,0.41952130000000004,0.5042859000000001
Xgboost,0.6374727374019169,0.6380980637869182,0.6260294,0.6310715
