MN,ACC_1,ACC_2,F1,AUC
RSEllipticEnvelope,0.16666666666666666,0.4952727272727273,0.3334776,0.4916668
RandomForest,0.6177301587301587,0.6083095238095237,0.5911856,0.5983332
DecisionTree,0.5850238095238095,0.5723888888888888,0.5510102,0.5616672
KNN,0.5608217893217893,0.5593015873015872,0.5329106,0.5449998
LocalOutlierFactor,0.43607142857142855,0.4792373737373737,0.4426444,0.4699998
IsolationForest,0.5591666666666667,0.5027344877344878,0.4255816,0.5083338
