MN,ACC_1,ACC_2,F1,AUC
RSEllipticEnvelope,0.375,0.49666666666666665,0.3367244000000001,0.495
RandomForest,0.6419523809523809,0.6417619047619048,0.6047908000000001,0.6175
DecisionTree,0.6376190476190475,0.6294285714285713,0.5833112,0.6025
KNN,0.5956666666666667,0.5758571428571428,0.5537654,0.5675
LocalOutlierFactor,0.40166666666666656,0.4369047619047619,0.40978599999999993,0.43
IsolationForest,0.642156862745098,0.5252380952380952,0.44796579999999997,0.5375
