MN,ACC_1,ACC_2,F1,AUC
RSEllipticEnvelope,0.3095238095238095,0.4951355311355311,0.3398572,0.49125
RandomForest,0.5977019092019092,0.5999862914862915,0.5826144,0.5925
DecisionTree,0.5726500721500722,0.5685750360750361,0.5538354000000001,0.565
KNN,0.5729256854256853,0.5800094905094905,0.5585776,0.57125
LocalOutlierFactor,0.46296296296296297,0.49162304362304354,0.36203340000000006,0.4875
IsolationForest,0.5964285714285713,0.4984605394605394,0.4178930000000001,0.5025
