model_name,iteration,F1,ROC,acc-class-1,acc-class-2,SEN,SPE,MCC,TPR,FPR,AUC
KNN,0,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.66666667 1.        ],[0.         0.33333333 0.33333333 1.        ],0.6111111111111112
KNN,1,0.25,0.33333,0.0,0.4,0.0,0.66667,-0.44721,[0. 0. 1.],[0.         0.33333333 1.        ],0.33333333333333337
KNN,2,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.         0.66666667 1.        ],0.7222222222222222
KNN,3,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.66666667 1.        ],[0.         0.         0.66666667 1.        ],0.6111111111111112
KNN,4,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.66666667 1.        ],[0.         0.33333333 1.        ],0.6666666666666667
KNN,5,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7222222222222223
KNN,6,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 0.66666667 0.66666667 1.        ],[0.         0.         0.         0.33333333 1.         1.        ],0.6666666666666667
KNN,7,0.625,0.66667,0.6,1.0,1.0,0.33333,0.44721,[0. 1. 1.],[0.         0.33333333 1.        ],0.8333333333333334
KNN,8,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],0.7777777777777779
KNN,9,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.        ],[0. 0. 1.],0.8333333333333333
KNN,10,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[0.         0.         0.66666667 0.66666667 1.        ],[0.         0.33333333 0.33333333 1.         1.        ],0.4444444444444445
KNN,11,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],0.5
KNN,12,0.625,0.66667,0.6,1.0,1.0,0.33333,0.44721,[0.         0.33333333 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7222222222222223
KNN,13,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.         0.33333333 0.33333333 1.        ],[0.         0.33333333 0.33333333 0.66666667 1.        ],0.33333333333333337
KNN,14,0.33333,0.5,,0.5,0.0,1.0,0.0,[0. 1. 1.],[0.         0.66666667 1.        ],0.6666666666666667
KNN,15,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[0. 1. 1. 1.],[0.         0.         0.33333333 1.        ],1.0
KNN,16,0.25,0.33333,0.0,0.4,0.0,0.66667,-0.44721,[0.         0.         0.66666667 1.        ],[0.         0.33333333 1.         1.        ],0.22222222222222224
KNN,17,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.         1.        ],[0.         0.33333333 0.66666667 1.        ],0.6111111111111112
KNN,18,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7222222222222223
KNN,19,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.         0.33333333 1.        ],[0.         0.33333333 0.66666667 1.        ],0.2777777777777778
KNN,20,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.33333333 0.33333333 1.        ],[0.         0.         0.33333333 1.         1.        ],0.33333333333333337
KNN,21,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.         0.33333333 1.        ],0.7777777777777778
KNN,22,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.33333333 1.        ],[0.         0.66666667 1.         1.        ],0.2222222222222222
KNN,23,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 0.33333333 1.        ],[0.         0.33333333 0.66666667 1.        ],0.3888888888888889
KNN,24,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.33333333 0.66666667 0.66666667 1.        ],[0.         0.         0.         0.66666667 1.        ],0.7222222222222222
KNN,25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[0.         0.33333333 1.         1.        ],[0. 0. 0. 1.],1.0
KNN,26,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],0.5
KNN,27,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7777777777777779
KNN,28,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],0.5
KNN,29,0.25,0.33333,0.0,0.4,0.0,0.66667,-0.44721,[0. 0. 1.],[0.         0.33333333 1.        ],0.33333333333333337
KNN,30,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.         1.        ],[0.         0.         0.         0.66666667 1.        ],1.0
KNN,31,0.625,0.66667,0.6,1.0,1.0,0.33333,0.44721,[0. 0. 1. 1.],[0.         0.33333333 0.66666667 1.        ],0.5
KNN,32,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.66666667 1.         1.        ],[0.         0.66666667 0.66666667 1.        ],0.5555555555555556
KNN,33,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.66666667 0.66666667 1.         1.        ],[0.         0.         0.         0.33333333 0.33333333 1.        ],0.888888888888889
KNN,34,0.82857,0.83333,1.0,0.75,0.66667,1.0,0.70711,[0.         0.66666667 1.         1.        ],[0. 0. 0. 1.],1.0
KNN,35,0.14286,0.16667,0.0,0.25,0.0,0.33333,-0.70711,[0.         0.         0.         0.66666667 1.        ],[0.         0.33333333 0.66666667 1.         1.        ],0.11111111111111112
KNN,36,0.25,0.33333,0.4,0.0,0.66667,0.0,-0.44721,[0.         0.66666667 0.66666667 1.        ],[0.         0.66666667 1.         1.        ],0.4444444444444444
KNN,37,0.25,0.33333,0.0,0.4,0.0,0.66667,-0.44721,[0.         0.         0.33333333 1.        ],[0.         0.33333333 0.66666667 1.        ],0.2777777777777778
KNN,38,0.625,0.66667,0.6,1.0,1.0,0.33333,0.44721,[0.         0.66666667 0.66666667 1.         1.        ],[0.         0.         0.66666667 0.66666667 1.        ],0.7777777777777778
KNN,39,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7222222222222223
KNN,40,0.82857,0.83333,0.75,1.0,1.0,0.66667,0.70711,[0.         0.33333333 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7222222222222223
KNN,41,0.14286,0.16667,0.25,0.0,0.33333,0.0,-0.70711,[0.         0.         0.33333333 1.        ],[0.         0.33333333 1.         1.        ],0.11111111111111112
KNN,42,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.33333333 1.         1.        ],[0.         0.33333333 0.66666667 0.66666667 1.        ],0.5
KNN,43,0.25,0.33333,0.0,0.4,0.0,0.66667,-0.44721,[0.         0.         0.66666667 1.        ],[0.         0.33333333 0.66666667 1.        ],0.3888888888888889
KNN,44,0.14286,0.16667,0.25,0.0,0.33333,0.0,-0.70711,[0.         0.         0.33333333 1.        ],[0.         0.66666667 1.         1.        ],0.05555555555555556
KNN,45,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.         0.33333333 1.        ],[0.         0.33333333 0.33333333 1.        ],0.4444444444444445
KNN,46,0.14286,0.16667,0.25,0.0,0.33333,0.0,-0.70711,[0.         0.33333333 0.33333333 1.        ],[0.         0.66666667 1.         1.        ],0.2222222222222222
KNN,47,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.33333333 0.66666667 1.        ],[0.         0.         0.66666667 1.         1.        ],0.3888888888888889
KNN,48,0.33333,0.5,,0.5,0.0,1.0,0.0,[0.         0.33333333 1.         1.        ],[0.         0.         0.66666667 1.        ],0.7777777777777778
KNN,49,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.33333333 0.66666667 1.         1.        ],[0.         0.         0.33333333 0.33333333 1.        ],0.8333333333333334
KNN,50,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 0.66666667 1.        ],[0. 0. 0. 1.],0.8333333333333333
KNN,51,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 1.         1.         1.        ],[0.         0.         0.         0.33333333 1.        ],1.0
KNN,52,0.48571,0.5,0.5,0.5,0.33333,0.66667,0.0,[0.         0.         0.33333333 1.        ],[0.         0.33333333 0.33333333 1.        ],0.4444444444444445
KNN,53,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 1.        ],0.7777777777777779
KNN,54,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.         0.66666667 1.         1.        ],[0.         0.33333333 0.33333333 0.33333333 1.        ],0.6666666666666667
KNN,55,0.33333,0.5,0.5,,1.0,0.0,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],0.5
KNN,56,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 1.        ],[0.         0.66666667 1.        ],0.33333333333333337
KNN,57,0.33333,0.5,0.5,,1.0,0.0,0.0,[0.         0.33333333 0.66666667 1.         1.        ],[0.         0.         0.         0.33333333 1.        ],0.9444444444444444
KNN,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,[0.         0.33333333 1.         1.        ],[0. 0. 0. 1.],1.0
KNN,59,0.66667,0.66667,0.6666666666666666,0.6666666666666666,0.66667,0.66667,0.33333,[0.         0.66666667 0.66666667 1.        ],[0.         0.33333333 0.66666667 1.        ],0.6111111111111112
KNN,60,0.48571,0.5,0.5,0.5,0.66667,0.33333,0.0,[0.         0.33333333 1.        ],[0.         0.33333333 1.        ],0.5
KNN,61,0.625,0.66667,1.0,0.6,0.33333,1.0,0.44721,[0.         0.33333333 1.        ],[0. 0. 1.],0.6666666666666666
KNN,62,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.33333333 1.        ],[0.         0.         0.66666667 1.        ],0.4444444444444444
KNN,63,0.625,0.66667,0.6,1.0,1.0,0.33333,0.44721,[0.         0.66666667 1.         1.        ],[0.         0.66666667 0.66666667 1.        ],0.5555555555555556
KNN,64,0.625,0.66667,0.6,1.0,1.0,0.33333,0.44721,[0.         0.66666667 1.         1.        ],[0.         0.66666667 0.66666667 1.        ],0.5555555555555556
KNN,65,0.33333,0.33333,0.3333333333333333,0.3333333333333333,0.33333,0.33333,-0.33333,[0.         0.33333333 0.33333333 0.66666667 1.        ],[0.         0.33333333 0.66666667 1.         1.        ],0.33333333333333337
