MN,ACC_1,ACC_2,F1,AUC
Stacking,0.5186705932955933,0.5121039516039516,0.508594,0.5161728395061729
RandomForest,0.5334035212823091,0.543086802086802,0.5252895,0.5569135802469135
DecisionTree,0.5658648434898436,0.559741008991009,0.5494795,0.5788888888888889
KNN,0.5307540237540238,0.5285185092685093,0.5209275000000001,0.5460493827160494
LocalOutlierFactor,0.5331780996780996,0.5228714945185533,0.5128716999999999,0.4738271604938272
IsolationForest,0.4835205992509363,0.499113660848955,0.4108187000000001,0.5044444444444445
Xgboost,0.5239101454101455,0.523817155067155,0.5166742999999999,0.5433333333333333
